run_accession	condition	is_control	drop	experiment_accession	sample_accession	submission_accession	study_accession	sample_name	sample_alias	experiment_name	experiment_alias	experiment_title	library_layout	platform	library_strategy	library_selection	study_name	study_title	study_abstract
SRR515489	low-GA	0	0	SRX155844	SRS346906	SRA049731	SRP010642	GSM951964: Col _PAC repeat	GSM951964	GSM951964_1	GSM951964_1	GSM951964: Col _PAC repeat; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE35408	Brassinosteroid, gibberellin, and phytochrome impinge on a common transcription module in Arabidopsis	Brassinosteroid (BR) and gibberellin (GA) promote many similar developmental responses in plants; but their relationship remains unclear. Here we show that BR and GA act interdependently through a direct interaction between the BR-activated BZR1 and GAinactivated DELLA transcription regulators. GA promotion of cell elongation required BR signaling, whereas BR or active BZR1 can suppresssed the GA-deficient dwarf phenotype. DELLAs directly interacted with BZR1 and inhibited BZR1-DNA binding both in vitro and in vivo. Genome-wide analysis defined a BZR1-dependent GA-regulated transcriptome, which is enriched with light-regulated genes and genes involved in cell wall synthesis and photosynthesis/chloroplast. GA promotion of hypocotyl elongation requires both BZR1 and the phytochrome interacting factors (PIFs), as well as their common downstream targets PREs. The results demonstrate that GA releases DELLA-mediated inhibition of BZR1, and that the DELLA-BZR1-PIF4 interaction defines a core transcription module that mediates coordinated growth regulation by GA, BR and light signals. Overall design: Wild type Arabidopsis and bzr1-1D were grown in media containing 1 µM PAC and 0 or 2 µM PPZ for 4.5 days in dark, then treated with 10 µM GA3 or mock solution for 12 hr. Total RNA was extracted with Spectrum Plant Total RNA Kit (Sigma) and the mRNA sequencing libraries were constructed with barcodes using TruSeqTM RNA Sample Preparation Kit (Illumina). Six barcoded libraries were pooled together and sequenced by Illumina HiSeq2000.
SRR515490	D-GA-BR	1	0	SRX155845	SRS346907	SRA049731	SRP010642	GSM951965: Col_PAC GA repeat	GSM951965	GSM951965_1	GSM951965_1	GSM951965: Col_PAC GA repeat; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE35408	Brassinosteroid, gibberellin, and phytochrome impinge on a common transcription module in Arabidopsis	Brassinosteroid (BR) and gibberellin (GA) promote many similar developmental responses in plants; but their relationship remains unclear. Here we show that BR and GA act interdependently through a direct interaction between the BR-activated BZR1 and GAinactivated DELLA transcription regulators. GA promotion of cell elongation required BR signaling, whereas BR or active BZR1 can suppresssed the GA-deficient dwarf phenotype. DELLAs directly interacted with BZR1 and inhibited BZR1-DNA binding both in vitro and in vivo. Genome-wide analysis defined a BZR1-dependent GA-regulated transcriptome, which is enriched with light-regulated genes and genes involved in cell wall synthesis and photosynthesis/chloroplast. GA promotion of hypocotyl elongation requires both BZR1 and the phytochrome interacting factors (PIFs), as well as their common downstream targets PREs. The results demonstrate that GA releases DELLA-mediated inhibition of BZR1, and that the DELLA-BZR1-PIF4 interaction defines a core transcription module that mediates coordinated growth regulation by GA, BR and light signals. Overall design: Wild type Arabidopsis and bzr1-1D were grown in media containing 1 µM PAC and 0 or 2 µM PPZ for 4.5 days in dark, then treated with 10 µM GA3 or mock solution for 12 hr. Total RNA was extracted with Spectrum Plant Total RNA Kit (Sigma) and the mRNA sequencing libraries were constructed with barcodes using TruSeqTM RNA Sample Preparation Kit (Illumina). Six barcoded libraries were pooled together and sequenced by Illumina HiSeq2000.
SRR515491	low-GA_low-BR	0	0	SRX155846	SRS346908	SRA049731	SRP010642	GSM951966: Col_PAC_PPZ repeat	GSM951966	GSM951966_1	GSM951966_1	GSM951966: Col_PAC_PPZ repeat; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE35408	Brassinosteroid, gibberellin, and phytochrome impinge on a common transcription module in Arabidopsis	Brassinosteroid (BR) and gibberellin (GA) promote many similar developmental responses in plants; but their relationship remains unclear. Here we show that BR and GA act interdependently through a direct interaction between the BR-activated BZR1 and GAinactivated DELLA transcription regulators. GA promotion of cell elongation required BR signaling, whereas BR or active BZR1 can suppresssed the GA-deficient dwarf phenotype. DELLAs directly interacted with BZR1 and inhibited BZR1-DNA binding both in vitro and in vivo. Genome-wide analysis defined a BZR1-dependent GA-regulated transcriptome, which is enriched with light-regulated genes and genes involved in cell wall synthesis and photosynthesis/chloroplast. GA promotion of hypocotyl elongation requires both BZR1 and the phytochrome interacting factors (PIFs), as well as their common downstream targets PREs. The results demonstrate that GA releases DELLA-mediated inhibition of BZR1, and that the DELLA-BZR1-PIF4 interaction defines a core transcription module that mediates coordinated growth regulation by GA, BR and light signals. Overall design: Wild type Arabidopsis and bzr1-1D were grown in media containing 1 µM PAC and 0 or 2 µM PPZ for 4.5 days in dark, then treated with 10 µM GA3 or mock solution for 12 hr. Total RNA was extracted with Spectrum Plant Total RNA Kit (Sigma) and the mRNA sequencing libraries were constructed with barcodes using TruSeqTM RNA Sample Preparation Kit (Illumina). Six barcoded libraries were pooled together and sequenced by Illumina HiSeq2000.
SRR515492	low-BR	1	0	SRX155847	SRS346909	SRA049731	SRP010642	GSM951967: Col_PAC_PPZ GA repeat	GSM951967	GSM951967_1	GSM951967_1	GSM951967: Col_PAC_PPZ GA repeat; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE35408	Brassinosteroid, gibberellin, and phytochrome impinge on a common transcription module in Arabidopsis	Brassinosteroid (BR) and gibberellin (GA) promote many similar developmental responses in plants; but their relationship remains unclear. Here we show that BR and GA act interdependently through a direct interaction between the BR-activated BZR1 and GAinactivated DELLA transcription regulators. GA promotion of cell elongation required BR signaling, whereas BR or active BZR1 can suppresssed the GA-deficient dwarf phenotype. DELLAs directly interacted with BZR1 and inhibited BZR1-DNA binding both in vitro and in vivo. Genome-wide analysis defined a BZR1-dependent GA-regulated transcriptome, which is enriched with light-regulated genes and genes involved in cell wall synthesis and photosynthesis/chloroplast. GA promotion of hypocotyl elongation requires both BZR1 and the phytochrome interacting factors (PIFs), as well as their common downstream targets PREs. The results demonstrate that GA releases DELLA-mediated inhibition of BZR1, and that the DELLA-BZR1-PIF4 interaction defines a core transcription module that mediates coordinated growth regulation by GA, BR and light signals. Overall design: Wild type Arabidopsis and bzr1-1D were grown in media containing 1 µM PAC and 0 or 2 µM PPZ for 4.5 days in dark, then treated with 10 µM GA3 or mock solution for 12 hr. Total RNA was extracted with Spectrum Plant Total RNA Kit (Sigma) and the mRNA sequencing libraries were constructed with barcodes using TruSeqTM RNA Sample Preparation Kit (Illumina). Six barcoded libraries were pooled together and sequenced by Illumina HiSeq2000.
SRR671946	D-root_high_nitrate	1	0	SRX225207	SRS390599	SRA066134	SRP018404	GSM1077432	GSM1077432	GSM1077432_1	GSM1077432_1	GSM1077432: Root_polyA_KCl_Control_rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE44062	Analysis of the nitrate-responsive transcriptome of the Arabidopsis root	Nitrate and other nitrogen metabolites can act as signals that regulate global gene expression in plants. Adaptive changes in plant morphology and physiology triggered by changes in nitrate availability are partly explained by these changes in gene expression. Despite several genome-wide efforts to identify nitrate-regulated genes, no comprehensive study of the Arabidopsis root transcriptome under contrasting nitrate conditions has been carried out. In this work, we employed the Illumina high throughput sequencing technology to perform an integrated analysis of the poly-A+ enriched and the small RNA fractions of the Arabidopsis thaliana root transcriptome in response to nitrate treatments. Our sequencing strategy identified new nitrate-regulated genes including 40 genes not represented in the ATH1 Affymetrix GeneChip, a novel nitrate-responsive antisense transcript and a new nitrate responsive miRNA/TARGET module consisting of a novel microRNA, miR5640 and its target, AtPPC3. This nitrate-responsive miRNA/target module might be involved in controlling carbon flux to assimilate nitrate into amino acids, suggesting that microRNAs can have both developmental and metabolic functions in the nitrate response of Arabidopsis roots. Overall design: Arabidopsis thaliana wild-type Col-0 plants were grown in hydroponic nitrate-free medium with 0.5 mM ammonium succinate as the only N-source for two weeks and were treated with 5 mM KNO3, or 5 mM KCl as control, for 2 hours. Total RNA from two independent sets of plants (biological replicates) was extracted from roots, and poly-A+ enriched and sRNA fractions were used to construct libraries for Illumina sequencing.
SRR671947	D-root_high_nitrate	1	0	SRX225208	SRS390600	SRA066134	SRP018404	GSM1077433	GSM1077433	GSM1077433_1	GSM1077433_1	GSM1077433: Root_polyA_KCl_Control_rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE44062	Analysis of the nitrate-responsive transcriptome of the Arabidopsis root	Nitrate and other nitrogen metabolites can act as signals that regulate global gene expression in plants. Adaptive changes in plant morphology and physiology triggered by changes in nitrate availability are partly explained by these changes in gene expression. Despite several genome-wide efforts to identify nitrate-regulated genes, no comprehensive study of the Arabidopsis root transcriptome under contrasting nitrate conditions has been carried out. In this work, we employed the Illumina high throughput sequencing technology to perform an integrated analysis of the poly-A+ enriched and the small RNA fractions of the Arabidopsis thaliana root transcriptome in response to nitrate treatments. Our sequencing strategy identified new nitrate-regulated genes including 40 genes not represented in the ATH1 Affymetrix GeneChip, a novel nitrate-responsive antisense transcript and a new nitrate responsive miRNA/TARGET module consisting of a novel microRNA, miR5640 and its target, AtPPC3. This nitrate-responsive miRNA/target module might be involved in controlling carbon flux to assimilate nitrate into amino acids, suggesting that microRNAs can have both developmental and metabolic functions in the nitrate response of Arabidopsis roots. Overall design: Arabidopsis thaliana wild-type Col-0 plants were grown in hydroponic nitrate-free medium with 0.5 mM ammonium succinate as the only N-source for two weeks and were treated with 5 mM KNO3, or 5 mM KCl as control, for 2 hours. Total RNA from two independent sets of plants (biological replicates) was extracted from roots, and poly-A+ enriched and sRNA fractions were used to construct libraries for Illumina sequencing.
SRR671948	root_high_nitrate	0	0	SRX225209	SRS390601	SRA066134	SRP018404	GSM1077434	GSM1077434	GSM1077434_1	GSM1077434_1	GSM1077434: Root_polyA_KNO3_Treatment_rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE44062	Analysis of the nitrate-responsive transcriptome of the Arabidopsis root	Nitrate and other nitrogen metabolites can act as signals that regulate global gene expression in plants. Adaptive changes in plant morphology and physiology triggered by changes in nitrate availability are partly explained by these changes in gene expression. Despite several genome-wide efforts to identify nitrate-regulated genes, no comprehensive study of the Arabidopsis root transcriptome under contrasting nitrate conditions has been carried out. In this work, we employed the Illumina high throughput sequencing technology to perform an integrated analysis of the poly-A+ enriched and the small RNA fractions of the Arabidopsis thaliana root transcriptome in response to nitrate treatments. Our sequencing strategy identified new nitrate-regulated genes including 40 genes not represented in the ATH1 Affymetrix GeneChip, a novel nitrate-responsive antisense transcript and a new nitrate responsive miRNA/TARGET module consisting of a novel microRNA, miR5640 and its target, AtPPC3. This nitrate-responsive miRNA/target module might be involved in controlling carbon flux to assimilate nitrate into amino acids, suggesting that microRNAs can have both developmental and metabolic functions in the nitrate response of Arabidopsis roots. Overall design: Arabidopsis thaliana wild-type Col-0 plants were grown in hydroponic nitrate-free medium with 0.5 mM ammonium succinate as the only N-source for two weeks and were treated with 5 mM KNO3, or 5 mM KCl as control, for 2 hours. Total RNA from two independent sets of plants (biological replicates) was extracted from roots, and poly-A+ enriched and sRNA fractions were used to construct libraries for Illumina sequencing.
SRR671949	root_high_nitrate	0	0	SRX225210	SRS390602	SRA066134	SRP018404	GSM1077435	GSM1077435	GSM1077435_1	GSM1077435_1	GSM1077435: Root_polyA_KNO3_Treatment_rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE44062	Analysis of the nitrate-responsive transcriptome of the Arabidopsis root	Nitrate and other nitrogen metabolites can act as signals that regulate global gene expression in plants. Adaptive changes in plant morphology and physiology triggered by changes in nitrate availability are partly explained by these changes in gene expression. Despite several genome-wide efforts to identify nitrate-regulated genes, no comprehensive study of the Arabidopsis root transcriptome under contrasting nitrate conditions has been carried out. In this work, we employed the Illumina high throughput sequencing technology to perform an integrated analysis of the poly-A+ enriched and the small RNA fractions of the Arabidopsis thaliana root transcriptome in response to nitrate treatments. Our sequencing strategy identified new nitrate-regulated genes including 40 genes not represented in the ATH1 Affymetrix GeneChip, a novel nitrate-responsive antisense transcript and a new nitrate responsive miRNA/TARGET module consisting of a novel microRNA, miR5640 and its target, AtPPC3. This nitrate-responsive miRNA/target module might be involved in controlling carbon flux to assimilate nitrate into amino acids, suggesting that microRNAs can have both developmental and metabolic functions in the nitrate response of Arabidopsis roots. Overall design: Arabidopsis thaliana wild-type Col-0 plants were grown in hydroponic nitrate-free medium with 0.5 mM ammonium succinate as the only N-source for two weeks and were treated with 5 mM KNO3, or 5 mM KCl as control, for 2 hours. Total RNA from two independent sets of plants (biological replicates) was extracted from roots, and poly-A+ enriched and sRNA fractions were used to construct libraries for Illumina sequencing.
SRR932111	drought_control	1	1	SRX320415	SRS456760	SRA093105	SRP027256	NA	GSM1185101	GSM1185101	GSM1185101	GSM1185101: WT-CK; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE48810	Digital gene expression of WT and gi mutant under control and drought conditions in Arabidopsis	We report the application of  digital gene expression analysis for high-throughput profiling the different gene expression of WT and gi mutant under control and drought conditions. Overall design: Examination gene expression of WT and gi under control and drought conditions
SRR932112	drought	0	0	SRX320416	SRS456759	SRA093105	SRP027256	NA	GSM1185102	GSM1185102	GSM1185102	GSM1185102: WT-DR; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE48810	Digital gene expression of WT and gi mutant under control and drought conditions in Arabidopsis	We report the application of  digital gene expression analysis for high-throughput profiling the different gene expression of WT and gi mutant under control and drought conditions. Overall design: Examination gene expression of WT and gi under control and drought conditions
SRR1058256	Waco9_0ddpi	1	1	SRX398800	SRS519251	SRA122339	SRP034715	NA	GSM1297830	GSM1297830	GSM1297830	GSM1297830: Waco9_0ddpi_biorep1_lane3_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058261	Waco9_0ddpi	1	1	SRX398805	SRS519257	SRA122339	SRP034715	NA	GSM1297835	GSM1297835	GSM1297835	GSM1297835: Waco9_0ddpi_biorep2_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058265	Waco9_0ddpi	1	1	SRX398809	SRS519260	SRA122339	SRP034715	NA	GSM1297839	GSM1297839	GSM1297839	GSM1297839: Waco9_0ddpi_biorep3_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058273	Waco9_1ddpi	0	0	SRX398817	SRS519268	SRA122339	SRP034715	NA	GSM1297847	GSM1297847	GSM1297847	GSM1297847: Waco9_1ddpi_biorep1_lane4_lib2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058281	Waco9_1ddpi	0	0	SRX398825	SRS519277	SRA122339	SRP034715	NA	GSM1297855	GSM1297855	GSM1297855	GSM1297855: Waco9_1ddpi_biorep2_lane4_lib2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
